,average_stress,strain
0,0.018626464000000002,1.8896293333333335e-05
1,0.0265192168,0.7920969466666665
2,0.03160887263333333,1.5897285933333334
3,0.0366885833,2.3874773333333335
4,0.042072834033333346,3.1854244333333335
5,0.04789950053333334,3.9831818666666665
6,0.054236627333333336,4.780942166666667
7,0.06124094170000002,5.578694533333332
8,0.06816395563333334,6.3025118666666655
9,0.07524375123333334,6.983932166666668
10,0.081525533,7.5851342
11,0.08723548133333334,8.137624466666667
12,0.09151498766666663,8.650511666666665
13,0.093997465,9.071493766666666
14,0.09340031966666668,9.3279037
15,0.09215017633333335,9.480241566666669
16,0.09084227266666664,9.587679433333335
17,0.089479773,9.665692900000005
18,0.08851221100000001,9.732621633333336
19,0.08733447566666669,9.773337266666669
20,0.08664871633333335,9.813997433333336
21,0.08622780266666667,9.854785133333337
22,0.08522284166666667,9.879594933333335
23,0.08461876366666668,9.904436833333337
24,0.08417856833333336,9.929239533333337
25,0.08384240866666667,9.954082900000003
26,0.08293389100000001,9.965571200000003
27,0.08228085366666665,9.977041100000003
28,0.08177596266666667,9.98854696666667
29,0.08135367800000001,10.000023533333337
30,0.08051599533333333,10.00005876666667
31,0.07985619066666663,10.000047133333336
32,0.07930957866666666,10.000047133333336
33,0.07882653299999998,10.000047133333336
34,0.078388372,10.000047133333336
35,0.07798518266666665,10.000047133333336
36,0.07761035766666666,10.000047133333336
37,0.07725915566666666,10.000047133333336
38,0.07692951499999998,10.000047133333336
39,0.07661621,10.000047133333336
40,0.076323233,10.000047133333336
41,0.07604149966666665,10.000039400000002
42,0.07577396833333334,10.000054800000003
43,0.07551568,10.000054800000003
44,0.07527269700000001,10.000054800000003
45,0.075037251,10.000054800000003
46,0.07481224366666665,10.000054800000003
47,0.074595403,10.000054800000003
48,0.074386698,10.000054800000003
49,0.07418459033333333,10.000054800000003
50,0.07398896800000002,10.000054800000003
51,0.07380080333333333,10.000054800000003
52,0.07361740966666669,10.000054800000003
53,0.07344132133333334,10.000054800000003
54,0.073271168,10.000054800000003
55,0.07310529966666666,10.000054800000003
56,0.07294310266666668,10.000054800000003
57,0.07278654400000001,10.000054800000003
58,0.07263338866666667,10.000046700000004
59,0.07248563899999999,10.000062800000002
60,0.07234112166666666,10.000062800000002
61,0.07220022666666664,10.000062800000002
62,0.07206306733333334,10.000062800000002
63,0.07192916999999999,10.000062800000002
64,0.071797562,10.000055433333335
65,0.07166877699999998,10.000070133333336
66,0.071544912,10.000070133333336
67,0.07142500966666668,10.000070133333336
68,0.07130570833333331,10.000070133333336
69,0.07118792766666668,10.000070133333336
70,0.07107378566666665,10.000070133333336
71,0.07096239433333335,10.000070133333336
72,0.07085297266666668,10.000070133333336
73,0.07074626666666667,10.000070133333336
74,0.07064160966666666,10.000070133333336
75,0.07053942366666668,10.000070133333336
76,0.07043753733333334,10.000070133333336
77,0.07033938966666667,10.000070133333336
78,0.07024180800000002,10.000070133333336
79,0.07014705166666668,10.000070133333336
80,0.07005335,10.000070133333336
81,0.06996162633333336,10.000070133333336
82,0.06987167166666666,10.000070133333336
83,0.069783216,10.000070133333336
84,0.06969648133333334,10.000070133333336
85,0.06961107166666668,10.000070133333336
86,0.06952794066666668,10.000070133333336
87,0.069446285,10.000070133333336
88,0.06936330333333333,10.000070133333336
89,0.069285984,10.000070133333336
90,0.069206515,10.000070133333336
91,0.06912914666666667,10.000070133333336
92,0.06905484133333332,10.000070133333336
93,0.06897893233333334,10.000070133333336
94,0.06890633266666667,10.000070133333336
95,0.06883350333333334,10.000070133333336
96,0.06876239733333334,10.000070133333336
97,0.06869289466666668,10.000070133333336
98,0.06862279366666664,10.000070133333336
99,0.06855586533333333,10.000070133333336
100,0.06848891833333334,10.000070133333336
101,0.06842222033333334,10.000070133333336
102,0.06835655066666667,10.000070133333336
103,0.068292157,10.000070133333336
104,0.06823053833333334,10.000070133333336
105,0.06816690866666669,10.000070133333336
106,0.06810556333333333,10.000070133333336
107,0.06804458766666667,10.000070133333336
108,0.06798547666666667,10.000070133333336
109,0.06792752933333332,10.000070133333336
110,0.067866525,10.000070133333336
111,0.06781181399999998,10.000070133333336
112,0.06775372633333335,10.000070133333336
113,0.06769759533333332,10.000070133333336
114,0.06764367433333333,10.000070133333336
115,0.067586647,10.000070133333336
116,0.06753444666666668,10.000070133333336
117,0.067480859,10.000070133333336
118,0.06742973533333332,10.000070133333336
119,0.06737630133333332,10.000070133333336
120,0.06732372866666667,10.000070133333336
121,0.06727586199999999,10.000070133333336
122,0.06722395266666666,10.000070133333336
123,0.06717484366666666,10.000070133333336
124,0.06712511033333336,10.000070133333336
125,0.06707636133333333,10.000070133333336
126,0.06702937666666667,10.000070133333336
127,0.06698172000000001,10.000070133333336
128,0.06693472733333333,10.000070133333336
129,0.06688777099999998,10.000070133333336
130,0.06684348966666669,10.000070133333336
131,0.066797898,10.000070133333336
132,0.06675303633333332,10.000070133333336
133,0.06670821633333333,10.000070133333336
134,0.06666432166666666,10.000070133333336
135,0.06662094499999997,10.000070133333336
136,0.06657919999999999,10.000070133333336
137,0.06653506633333334,10.000070133333336
138,0.066491793,10.000070133333336
139,0.06645199733333333,10.000070133333336
140,0.06641056666666664,10.000070133333336
141,0.06637135266666667,10.000070133333336
142,0.06632919966666666,10.000070133333336
143,0.06628839666666668,10.000070133333336
144,0.06624916133333333,10.000070133333336
145,0.06620989666666667,10.000070133333336
146,0.06617081266666666,10.000070133333336
147,0.06613098999999999,10.000070133333336
148,0.06609337566666668,10.000070133333336
149,0.06605538566666667,10.000070133333336
150,0.06601697133333335,10.000070133333336
